name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,gtex_tissue,data_source,endedness,genetically_modified,nonzero_mean,output_type,histone_mark,transcription_factor
CL:0002606 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0002606,astrocyte of the spinal cord,primary_cell,unknown,,encode,single,False,1.5362993478775024,CHIP_HISTONE,H3K4me3,
CL:0002618 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,0.8388957977294922,CHIP_HISTONE,H2AFZ,
CL:0002618 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,1.413582444190979,CHIP_HISTONE,H3K27ac,
CL:0002618 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,0.9519431591033936,CHIP_HISTONE,H3K27me3,
CL:0002618 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,1.1424281597137451,CHIP_HISTONE,H3K36me3,
CL:0002618 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,1.3022959232330322,CHIP_HISTONE,H3K4me1,
CL:0002618 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,1.3143960237503052,CHIP_HISTONE,H3K4me2,
CL:0002618 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,0.6240338087081909,CHIP_HISTONE,H3K4me3,
CL:0002618 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,1.296781063079834,CHIP_HISTONE,H3K79me2,
CL:0002618 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,,encode,single,False,1.4204692840576172,CHIP_HISTONE,H3K9ac,
CL:0011020 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8875049948692322,CHIP_HISTONE,H2AFZ,
CL:0011020 Histone ChIP-seq H3F3A,.,Histone ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8334057927131653,CHIP_HISTONE,H3F3A,
CL:0011020 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8626130223274231,CHIP_HISTONE,H3K27ac,
CL:0011020 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8359968066215515,CHIP_HISTONE,H3K27me3,
CL:0011020 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.819572389125824,CHIP_HISTONE,H3K4me1,
CL:0011020 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8100183606147766,CHIP_HISTONE,H3K4me2,
CL:0011020 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.7950120568275452,CHIP_HISTONE,H3K4me3,
CL:0011020 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8412899374961853,CHIP_HISTONE,H3K79me2,
CL:0011020 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,,encode,single,False,0.8494463562965393,CHIP_HISTONE,H4K20me1,
CL:1001606 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,,encode,paired,False,0.7617563605308533,CHIP_HISTONE,H3K27ac,
CL:1001606 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,,encode,paired,False,0.8125223517417908,CHIP_HISTONE,H3K27me3,
CL:1001606 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,,encode,paired,False,0.9963340163230896,CHIP_HISTONE,H3K36me3,
CL:1001606 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,,encode,paired,False,0.7609577775001526,CHIP_HISTONE,H3K4me1,
CL:1001606 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,,encode,paired,False,1.7137986421585083,CHIP_HISTONE,H3K4me3,
CL:1001606 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,,encode,single,False,1.2208507061004639,CHIP_HISTONE,H3K9ac,
CL:1001606 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,,encode,paired,False,0.9907357096672058,CHIP_HISTONE,H3K9me3,
CL:1001608 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,,encode,single,False,0.8477483987808228,CHIP_HISTONE,H3K27ac,
CL:1001608 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,,encode,single,False,0.8903656005859375,CHIP_HISTONE,H3K27me3,
CL:1001608 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,,encode,single,False,0.8516900539398193,CHIP_HISTONE,H3K36me3,
CL:1001608 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,,encode,single,False,0.8369209170341492,CHIP_HISTONE,H3K4me1,
CL:1001608 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,,encode,paired,False,1.0306044816970825,CHIP_HISTONE,H3K4me3,
CL:1001608 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,,encode,single,False,0.8815646171569824,CHIP_HISTONE,H3K9me3,
CL:2000001 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,,encode,single,False,0.8418717384338379,CHIP_HISTONE,H3K27ac,
CL:2000001 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,,encode,single,False,1.1466968059539795,CHIP_HISTONE,H3K27me3,
CL:2000001 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,,encode,single,False,1.0044301748275757,CHIP_HISTONE,H3K36me3,
CL:2000001 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,,encode,single,False,0.8782188892364502,CHIP_HISTONE,H3K4me1,
CL:2000001 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,,encode,single,False,0.8846347332000732,CHIP_HISTONE,H3K4me3,
CL:2000001 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,,encode,single,False,0.9377597570419312,CHIP_HISTONE,H3K9ac,
CL:2000001 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,,encode,single,False,1.2266879081726074,CHIP_HISTONE,H3K9me3,
CL:2000044 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary_cell,unknown,,encode,paired,False,0.6727954149246216,CHIP_HISTONE,H3K27ac,
CL:2000044 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary_cell,unknown,,encode,paired,False,0.76507169008255,CHIP_HISTONE,H3K36me3,
CL:2000044 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary_cell,unknown,,encode,single,False,2.3882954120635986,CHIP_HISTONE,H3K4me3,
CL:2000045 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,,encode,paired,False,0.9535868763923645,CHIP_HISTONE,H3K27ac,
CL:2000045 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,,encode,paired,False,1.1221071481704712,CHIP_HISTONE,H3K27me3,
CL:2000045 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,,encode,paired,False,1.2483108043670654,CHIP_HISTONE,H3K36me3,
CL:2000045 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,,encode,paired,False,1.0487231016159058,CHIP_HISTONE,H3K4me1,
CL:2000045 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,,encode,paired,False,1.4662927389144897,CHIP_HISTONE,H3K4me3,
CL:2000045 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,,encode,single,False,1.2747563123703003,CHIP_HISTONE,H3K9ac,
CL:2000045 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,,encode,paired,False,1.3538326025009155,CHIP_HISTONE,H3K9me3,
CLO:0007045 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CLO:0007045,"Jurkat, Clone E6-1",cell_line,child,,encode,single,False,1.377289891242981,CHIP_HISTONE,H3K4me3,
CLO:0021511 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CLO:0021511,AG10803,cell_line,adult,,encode,single,False,1.5706654787063599,CHIP_HISTONE,H3K4me3,
CLO:0021752 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CLO:0021752,AG09309,cell_line,adult,,encode,single,False,1.7879945039749146,CHIP_HISTONE,H3K4me3,
CLO:0021754 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CLO:0021754,AG09319,cell_line,adult,,encode,single,False,2.75639009475708,CHIP_HISTONE,H3K4me3,
CLO:0034837 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CLO:0034837,AG04449,cell_line,embryonic,,encode,single,False,1.7758548259735107,CHIP_HISTONE,H3K4me3,
EFO:0001086 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0001086,A549,cell_line,adult,,encode,single,False,0.6329953074455261,CHIP_HISTONE,H3K27ac,
EFO:0001086 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001086,A549,cell_line,adult,,encode,single,False,0.6885738372802734,CHIP_HISTONE,H3K4me1,
EFO:0001086 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0001086,A549,cell_line,adult,,encode,single,False,0.671027660369873,CHIP_HISTONE,H3K4me2,
EFO:0001086 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001086,A549,cell_line,adult,,encode,single,False,0.6755056977272034,CHIP_HISTONE,H3K4me3,
EFO:0001099 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001099,Caco-2,cell_line,adult,,encode,paired,False,0.7609172463417053,CHIP_HISTONE,H3K4me1,
EFO:0001099 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001099,Caco-2,cell_line,adult,,encode,single,False,1.95445716381073,CHIP_HISTONE,H3K4me3,
EFO:0001162 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001162,GM12875,cell_line,unknown,,encode,single,False,1.8323731422424316,CHIP_HISTONE,H3K4me3,
EFO:0001182 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,,encode,single,False,0.7809950709342957,CHIP_HISTONE,H3K36me3,
EFO:0001182 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,,encode,single,False,0.87506103515625,CHIP_HISTONE,H3K4me1,
EFO:0001182 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,,encode,single,False,1.4261152744293213,CHIP_HISTONE,H3K4me3,
EFO:0001187 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,,encode,single,False,0.8398945927619934,CHIP_HISTONE,H3K27ac,
EFO:0001187 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,,encode,single,False,0.823556661605835,CHIP_HISTONE,H3K27me3,
EFO:0001187 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,,encode,single,False,0.7415798306465149,CHIP_HISTONE,H3K36me3,
EFO:0001187 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,,encode,single,False,0.9581140875816345,CHIP_HISTONE,H3K4me1,
EFO:0001187 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,,encode,single,False,1.6532938480377197,CHIP_HISTONE,H3K4me2,
EFO:0001187 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,,encode,single,False,0.7466471791267395,CHIP_HISTONE,H3K4me3,
EFO:0001187 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,,encode,single,False,1.4591761827468872,CHIP_HISTONE,H3K79me2,
EFO:0001187 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,,encode,single,False,1.4094842672348022,CHIP_HISTONE,H3K9ac,
EFO:0001187 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,,encode,single,False,0.846428632736206,CHIP_HISTONE,H3K9me3,
EFO:0001187 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,,encode,single,False,1.1623249053955078,CHIP_HISTONE,H4K20me1,
EFO:0001196 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.2369091510772705,CHIP_HISTONE,H2AFZ,
EFO:0001196 Histone ChIP-seq H2AK5ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.5246500968933105,CHIP_HISTONE,H2AK5ac,
EFO:0001196 Histone ChIP-seq H2BK120ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.3716460466384888,CHIP_HISTONE,H2BK120ac,
EFO:0001196 Histone ChIP-seq H2BK12ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.4479514360427856,CHIP_HISTONE,H2BK12ac,
EFO:0001196 Histone ChIP-seq H2BK15ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,0.966442346572876,CHIP_HISTONE,H2BK15ac,
EFO:0001196 Histone ChIP-seq H2BK20ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.2972639799118042,CHIP_HISTONE,H2BK20ac,
EFO:0001196 Histone ChIP-seq H2BK5ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,0.9934648871421814,CHIP_HISTONE,H2BK5ac,
EFO:0001196 Histone ChIP-seq H3K14ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.083517074584961,CHIP_HISTONE,H3K14ac,
EFO:0001196 Histone ChIP-seq H3K18ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.057948112487793,CHIP_HISTONE,H3K18ac,
EFO:0001196 Histone ChIP-seq H3K23ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.0878431797027588,CHIP_HISTONE,H3K23ac,
EFO:0001196 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.0501070022583008,CHIP_HISTONE,H3K27ac,
EFO:0001196 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.1166572570800781,CHIP_HISTONE,H3K27me3,
EFO:0001196 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.3623366355895996,CHIP_HISTONE,H3K36me3,
EFO:0001196 Histone ChIP-seq H3K4ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.3149033784866333,CHIP_HISTONE,H3K4ac,
EFO:0001196 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,0.9336976408958435,CHIP_HISTONE,H3K4me1,
EFO:0001196 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.0273102521896362,CHIP_HISTONE,H3K4me2,
EFO:0001196 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.479701280593872,CHIP_HISTONE,H3K4me3,
EFO:0001196 Histone ChIP-seq H3K79me1,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,0.7547033429145813,CHIP_HISTONE,H3K79me1,
EFO:0001196 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.1842864751815796,CHIP_HISTONE,H3K79me2,
EFO:0001196 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.211501955986023,CHIP_HISTONE,H3K9ac,
EFO:0001196 Histone ChIP-seq H3K9me1,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,0.9264301061630249,CHIP_HISTONE,H3K9me1,
EFO:0001196 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.1585264205932617,CHIP_HISTONE,H3K9me3,
EFO:0001196 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,0.9348976612091064,CHIP_HISTONE,H4K20me1,
EFO:0001196 Histone ChIP-seq H4K5ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,0.9765207767486572,CHIP_HISTONE,H4K5ac,
EFO:0001196 Histone ChIP-seq H4K8ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,0.7747776508331299,CHIP_HISTONE,H4K8ac,
EFO:0001196 Histone ChIP-seq H4K91ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,,encode,single,False,1.7031760215759277,CHIP_HISTONE,H4K91ac,
EFO:0001203 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,,encode,single,False,0.7777266502380371,CHIP_HISTONE,H2AFZ,
EFO:0001203 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,,encode,single,False,0.6805304884910583,CHIP_HISTONE,H3K27ac,
EFO:0001203 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,,encode,single,False,0.7012349367141724,CHIP_HISTONE,H3K36me3,
EFO:0001203 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,,encode,single,False,0.7435044646263123,CHIP_HISTONE,H3K4me1,
EFO:0001203 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,,encode,single,False,0.757789134979248,CHIP_HISTONE,H3K4me2,
EFO:0001203 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,,encode,single,False,0.7882369756698608,CHIP_HISTONE,H3K4me3,
EFO:0001203 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,,encode,single,False,0.8263932466506958,CHIP_HISTONE,H3K79me2,
EFO:0001203 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,,encode,single,False,0.8699772357940674,CHIP_HISTONE,H3K9ac,
EFO:0001221 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,,encode,paired,False,0.8324805498123169,CHIP_HISTONE,H2AFZ,
EFO:0001221 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,,encode,paired,False,0.6850462555885315,CHIP_HISTONE,H3K27ac,
EFO:0001221 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,,encode,paired,False,0.8240364789962769,CHIP_HISTONE,H3K36me3,
EFO:0001221 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,,encode,paired,False,0.848157525062561,CHIP_HISTONE,H3K4me1,
EFO:0001221 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,,encode,paired,False,0.8175636529922485,CHIP_HISTONE,H3K4me2,
EFO:0001221 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,,encode,single,False,0.8140625357627869,CHIP_HISTONE,H3K4me3,
EFO:0001221 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,,encode,single,False,0.7729151844978333,CHIP_HISTONE,H3K79me2,
EFO:0001221 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,,encode,single,False,0.8214753866195679,CHIP_HISTONE,H3K9ac,
EFO:0001260 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001260,WI38,cell_line,unknown,,encode,single,False,2.0542047023773193,CHIP_HISTONE,H3K4me3,
EFO:0002067 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,,encode,single,False,1.1387044191360474,CHIP_HISTONE,H2AFZ,
EFO:0002067 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,,encode,single,False,0.7258226275444031,CHIP_HISTONE,H3K27ac,
EFO:0002067 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,,encode,single,False,0.7676494121551514,CHIP_HISTONE,H3K27me3,
EFO:0002067 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,,encode,single,False,0.7321892380714417,CHIP_HISTONE,H3K36me3,
EFO:0002067 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,,encode,single,False,0.7091634273529053,CHIP_HISTONE,H3K4me1,
EFO:0002067 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,,encode,single,False,1.953864336013794,CHIP_HISTONE,H3K4me2,
EFO:0002067 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,,encode,single,False,0.6676239967346191,CHIP_HISTONE,H3K4me3,
EFO:0002067 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,,encode,single,False,1.0385363101959229,CHIP_HISTONE,H3K79me2,
EFO:0002067 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,,encode,single,False,1.1911028623580933,CHIP_HISTONE,H3K9ac,
EFO:0002067 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,,encode,single,False,1.103072166442871,CHIP_HISTONE,H4K20me1,
EFO:0002074 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,,encode,single,False,0.7435217499732971,CHIP_HISTONE,H2AFZ,
EFO:0002074 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,,encode,single,False,0.7057936787605286,CHIP_HISTONE,H3K27ac,
